P,Player,Week,Team,Opp,Opp Rank,FDSal,DKSal,FD Points,DK Points
WR,Cooper Kupp,2,LAR,IND,28,6200,6000,32.3,39.8
WR,Tyler Lockett,2,SEA,TEN,32,7200,7200,27.8,34.8
WR,Terry McLaurin,2,WAS,NYG,10,6500,6200,22.2,30.7
WR,Mike Evans,2,TB,ATL,17,6700,6100,22,24.5
WR,Rondale Moore,2,ARI,MIN,24,4900,4000,20.9,27.4
WR,Courtland Sutton,2,DEN,JAX,16,6200,5200,20.4,27.9
WR,Marquise Brown,2,BAL,KC,11,6200,5600,20.3,26.3
WR,Henry Ruggs III,2,LV,PIT,18,5500,4200,20,25.5
WR,Mike Williams,2,LAC,DAL,27,5600,6100,18.6,22.1
WR,Freddie Swain,2,SEA,TEN,32,4500,3400,18.5,21
WR,Brandin Cooks,2,HOU,CLE,20,6600,5900,18.3,22.8
WR,DJ Moore,2,CAR,NO,4,6700,5900,17.9,21.9
WR,K.J. Osborn,2,MIN,ARI,8,4600,3300,17.6,20.1
WR,Michael Pittman Jr.,2,IND,LAR,3,5200,4300,16.3,23.3
WR,Davante Adams,2,GB,DET,26,8300,8300,16.1,23.1
WR,Julio Jones,2,TEN,SEA,15,6300,6300,15.8,21.8
WR,Calvin Ridley,2,ATL,TB,31,7700,7500,15.8,19.3
WR,Justin Jefferson,2,MIN,ARI,8,7300,7400,15.5,18.5
WR,Diontae Johnson,2,PIT,LV,12,6600,6400,15,22.5
WR,Marvin Jones Jr.,2,JAX,DEN,23,6100,4700,14.5,17.5
WR,Quintez Cephus,2,DET,GB,13,5200,3400,14.3,16.3
WR,Chris Godwin,2,TB,ATL,17,8000,6600,14.2,16.2
WR,Stefon Diggs,2,BUF,MIA,5,7500,7700,14,16
WR,DeAndre Hopkins,2,ARI,MIN,24,8500,8000,13.4,15.4
WR,JuJu Smith-Schuster,2,PIT,LV,12,6000,5700,13.4,16.4
WR,CeeDee Lamb,2,DAL,LAC,2,6800,6400,13.4,17.4
WR,Byron Pringle,2,KC,BAL,21,4700,3200,13.3,14.3
WR,Deebo Samuel,2,SF,PHI,1,6900,6700,13.1,16.1
WR,Tee Higgins,2,CIN,CHI,30,6000,5400,13,17
WR,Sterling Shepard,2,NYG,WAS,25,6100,5500,13,17.5
WR,Darius Slayton,2,NYG,WAS,25,5200,4000,12.9,14.4
WR,Adam Thielen,2,MIN,ARI,8,7600,7100,12.9,15.9
WR,Keenan Allen,2,LAC,DAL,27,7400,7000,12.8,17.8
WR,Quez Watkins,2,PHI,SF,7,4800,3200,12.7,16.7
WR,Ja'Marr Chase,2,CIN,CHI,30,5500,5000,12.4,13.4
WR,Zach Pascal,2,IND,LAR,3,5100,4400,12.3,14.8
WR,Demarcus Robinson,2,KC,BAL,21,4700,3800,12.1,13.6
WR,Brandon Zylstra,2,CAR,NO,4,4500,3000,11.9,13.4
WR,A.J. Green,2,ARI,MIN,24,5300,3700,11.9,13.4
WR,Tim Patrick,2,DEN,JAX,16,5400,4600,11.2,12.7
WR,Tyler Boyd,2,CIN,CHI,30,5700,4700,10.8,14.3
WR,Braxton Berrios,2,NYJ,NE,6,4700,3600,10.8,14.3
WR,Darnell Mooney,2,CHI,CIN,29,5500,4200,9.6,12.6
WR,Robert Woods,2,LAR,IND,28,6500,5700,9.5,12
WR,Allen Robinson II,2,CHI,CIN,29,7200,6200,9.4,10.4
WR,Jauan Jennings,2,SF,PHI,1,4500,3000,8.7,9.7
WR,DK Metcalf,2,SEA,TEN,32,7000,7600,8.3,11.3
WR,Chase Claypool,2,PIT,LV,12,5900,5600,8.2,9.7
WR,Hunter Renfrow,2,LV,PIT,18,5000,3600,8.2,10.7
WR,Christian Kirk,2,ARI,MIN,24,5600,5000,8,9.5
WR,Mecole Hardman,2,KC,BAL,21,5200,4700,8,10.5
WR,Adam Humphries,2,WAS,NYG,10,4900,3300,7.9,11.4
WR,Elijah Moore,2,NYJ,NE,6,5000,3500,6.7,8.7
WR,DeVante Parker,2,MIA,BUF,10,5800,5500,6.7,9.2
WR,Sammy Watkins,2,BAL,KC,11,5300,5700,6.4,8.4
WR,Devin Duvernay,2,BAL,KC,11,5100,3200,6,6
WR,Jamal Agnew,2,JAX,DEN,23,4500,3000,6,6
WR,Emmanuel Sanders,2,BUF,MIA,5,5100,4000,5.8,6.8
WR,A.J. Brown,2,TEN,SEA,15,7100,6900,5.8,7.3
WR,Jakobi Meyers,2,NE,NYJ,14,5500,5100,5.8,7.8
WR,Jaylen Waddle,2,MIA,BUF,10,5500,4500,5.8,9.8
WR,Cole Beasley,2,BUF,MIA,5,5400,4600,5.6,7.6
WR,Bryan Edwards,2,LV,PIT,18,4900,3700,5.5,7
WR,Kenny Golladay,2,NYG,WAS,25,5900,5700,5.3,6.8
WR,Robby Anderson,2,CAR,NO,4,6300,5800,5.3,6.8
WR,Russell Gage,2,ATL,TB,31,5200,4800,5.3,7.8
WR,Dyami Brown,2,WAS,NYG,10,4800,3100,4.9,6.4
WR,Tyreek Hill,2,KC,BAL,21,8700,8400,4.4,5.9
WR,Randall Cobb,2,GB,DET,26,5000,3700,4.1,5.6
WR,Jeff Smith,2,NYJ,NE,6,4500,3000,4,4.5
WR,Albert Wilson,2,MIA,BUF,10,4500,3000,4,6
WR,Amari Cooper,2,DAL,LAC,2,7800,6800,3.9,5.4
WR,Nico Collins,2,HOU,CLE,20,4800,3200,3.7,4.2
WR,Rashard Higgins,2,CLE,HOU,26,4700,3900,3.7,4.7
WR,Kendrick Bourne,2,NE,NYJ,14,4700,4100,3.6,4.6
WR,Nelson Agholor,2,NE,NYJ,14,5800,4800,3.6,5.1
WR,Cedrick Wilson,2,DAL,LAC,2,4900,3100,3.5,4.5
WR,Amon-Ra St. Brown,2,DET,GB,13,5000,3500,3.3,4.8
WR,Lil'Jordan Humphrey,2,NO,CAR,22,4700,3000,3.2,3.7
WR,Olamide Zaccheaus,2,ATL,TB,31,4500,3200,3.2,4.2
WR,Jalen Guyton,2,LAC,DAL,27,4800,3100,3.2,4.2
WR,Chester Rogers,2,TEN,SEA,15,4600,3200,3.2,4.2
WR,Terrace Marshall Jr.,2,CAR,NO,4,5000,3300,3.2,4.7
WR,Joshua Palmer,2,LAC,DAL,27,4900,3000,3.1,4.1
WR,Trinity Benson,2,DET,GB,13,4600,3000,2.9,3.4
WR,Kalif Raymond,2,DET,GB,13,4900,4200,2.8,3.8
WR,DeVonta Smith,2,PHI,SF,7,5600,5400,2.6,3.6
WR,DJ Chark Jr.,2,JAX,DEN,23,6000,5600,2.4,2.9
WR,Antonio Brown,2,TB,ATL,17,6400,6000,2.2,2.7
WR,Chris Hogan,2,NO,CAR,22,4900,3000,2.1,2.6
WR,Kendall Hinton,2,DEN,JAX,16,6000,3000,2,2.5
WR,Andre Roberts,2,HOU,CLE,20,4500,3000,2,3.5
WR,Van Jefferson,2,LAR,IND,28,4900,3500,1.9,2.4
WR,Willie Snead IV,2,LV,PIT,18,4800,3400,1.9,2.4
WR,Chris Conley,2,HOU,CLE,20,4900,3100,1.8,2.3
WR,Marquez Callaway,2,NO,CAR,22,5700,4200,1.8,2.8
WR,Corey Davis,2,NYJ,NE,6,6400,5300,1.8,2.8
WR,Jody Fortson,2,KC,BAL,21,4000,2500,1.6,2.1
WR,Marquise Goodwin,2,CHI,CIN,29,4700,3500,1.5,2
WR,Ashton Dulin,2,IND,LAR,3,4500,3000,1.5,2
WR,Deonte Harris,2,NO,CAR,22,5400,3900,1.5,2
WR,Jalen Reagor,2,PHI,SF,7,5200,4100,1.5,2.5
WR,Jarvis Landry,2,CLE,HOU,26,6800,6300,1.4,1.9
WR,Danny Amendola,2,HOU,CLE,20,4700,3600,1.4,1.9
WR,Trent Sherfield,2,SF,PHI,1,4700,3200,1.4,1.9
WR,Tajaé Sharpe,2,ATL,TB,31,4500,3000,1.3,1.8
WR,Christian Blake,2,ATL,TB,31,4700,3000,1.3,1.8
WR,Brandon Aiyuk,2,SF,PHI,1,5900,5500,1.1,1.6
WR,Nick Westbrook-Ikhine,2,TEN,SEA,15,4500,3000,1.1,1.6
WR,KJ Hamler,2,DEN,JAX,16,5500,3800,1,1.5
WR,Tyler Johnson,2,TB,ATL,17,4500,3000,1,1.5
WR,Ty Montgomery,2,NO,CAR,22,4700,4000,0.8,1.3
WR,Preston Williams,2,MIA,BUF,10,4800,3000,0.7,1.2
WR,Laviska Shenault Jr.,2,JAX,DEN,23,5600,4900,0.7,1.7
WR,C.J. Board,2,NYG,WAS,25,4600,3000,0.6,0.6
WR,Isaiah McKenzie,2,BUF,MIA,5,4600,3200,0.6,1.1
WR,Equanimeous St. Brown,2,GB,DET,26,4600,3000,0.5,1
WR,DeAndre Carter,2,WAS,NYG,10,4500,3000,0.2,0.2
WR,Collin Johnson,2,NYG,WAS,25,4500,3000,0,0
WR,Kadarius Toney,2,NYG,WAS,25,4600,3100,0,0
WR,Cam Sims,2,WAS,NYG,10,4600,3000,0,0
WR,Dax Milne,2,WAS,NYG,10,4500,3000,0,0
WR,Jake Kumerow,2,BUF,MIA,5,4500,3000,0,0
WR,Gabriel Davis,2,BUF,MIA,5,4900,3900,0,0
WR,Alex Erickson,2,CAR,NO,4,4500,3100,0,0
WR,Shi Smith,2,CAR,NO,4,4500,3000,0,0
WR,Breshad Perriman,2,CHI,CIN,29,4800,3300,0,0
WR,Damiere Byrd,2,CHI,CIN,29,5100,3200,0,0
WR,Nsimba Webster,2,CHI,CIN,29,4500,3000,0,0
WR,Mike Thomas,2,CIN,CHI,30,4500,3000,0,0
WR,Auden Tate,2,CIN,CHI,30,4500,3000,0,0
WR,Stanley Morgan,2,CIN,CHI,30,4500,3000,0,0
WR,Trenton Irwin,2,CIN,CHI,30,4500,3000,0,0
WR,Odell Beckham Jr.,2,CLE,HOU,26,6000,5200,0,0
WR,Anthony Schwartz,2,CLE,HOU,26,4800,3300,0,0
WR,Diontae Spencer,2,DEN,JAX,16,4500,3000,0,0
WR,Anthony Miller,2,HOU,CLE,20,4500,3300,0,0
WR,Parris Campbell,2,IND,LAR,3,4900,3600,0,0
WR,DeMichael Harris,2,IND,LAR,3,4500,3000,0,0
WR,Mike Strachan,2,IND,LAR,3,4600,3000,0,0
WR,Laquon Treadwell,2,JAX,DEN,23,4500,3000,0,0
WR,Tyron Johnson,2,JAX,DEN,23,4600,3600,0,0
WR,DeSean Jackson,2,LAR,IND,28,5300,3300,0,0
WR,Ben Skowronek,2,LAR,IND,28,4500,3000,0,0
WR,Tutu Atwell,2,LAR,IND,28,4600,3000,0,0
WR,Zay Jones,2,LV,PIT,18,4500,3100,0,0
WR,William Fuller V,2,MIA,BUF,10,5700,4800,0,0
WR,Mack Hollins,2,MIA,BUF,10,4500,3000,0,0
WR,Matthew Slater,2,NE,NYJ,14,4500,3000,0,0
WR,Gunner Olszewski,2,NE,NYJ,14,4500,3100,0,0
WR,Jamison Crowder,2,NYJ,NE,6,5500,4500,0,0
WR,Keelan Cole,2,NYJ,NE,6,4500,3000,0,0
WR,Denzel Mims,2,NYJ,NE,6,4800,3400,0,0
WR,Greg Ward,2,PHI,SF,7,4500,3000,0,0
WR,J.J. Arcega-Whiteside,2,PHI,SF,7,4500,3000,0,0
WR,James Washington,2,PIT,LV,12,4900,3400,0,0
WR,Ray-Ray McCloud,2,PIT,LV,12,4500,3000,0,0
WR,Mohamed Sanu Sr.,2,SF,PHI,1,4700,3000,0,0
WR,Andy Isabella,2,ARI,MIN,24,4500,3000,0,0
WR,Antoine Wesley,2,ARI,MIN,24,4500,3000,0,0
WR,Frank Darby,2,ATL,TB,31,4500,3000,0,0
WR,Dede Westbrook,2,MIN,ARI,8,4500,3000,0,0
WR,Ihmir Smith-Marsette,2,MIN,ARI,8,4500,3000,0,0
WR,Jaydon Mickens,2,TB,ATL,17,4500,3000,0,0
WR,Scotty Miller,2,TB,ATL,17,4800,3400,0,0
WR,Jaelon Darden,2,TB,ATL,17,4500,3000,0,0
WR,Noah Brown,2,DAL,LAC,2,4500,3000,0,0
WR,Simi Fehoko,2,DAL,LAC,2,4500,3000,0,0
WR,KJ Hill Jr.,2,LAC,DAL,27,4600,3000,0,0
WR,Penny Hart,2,SEA,TEN,32,4500,3000,0,0
WR,Dee Eskridge,2,SEA,TEN,32,4800,3000,0,0
WR,Josh Reynolds,2,TEN,SEA,15,4500,3000,0,0
WR,Cameron Batson,2,TEN,SEA,15,4500,3000,0,0
WR,Racey McMath,2,TEN,SEA,15,4500,3000,0,0
WR,James Proche II,2,BAL,KC,11,4600,3000,0,0
WR,Tylan Wallace,2,BAL,KC,11,4500,3000,0,0
WR,Marcus Kemp,2,KC,BAL,21,4500,3000,0,0
WR,Daurice Fountain,2,KC,BAL,21,4500,3000,0,0
WR,Tyrell Williams,2,DET,GB,13,5300,4400,0,0
WR,KhaDarel Hodge,2,DET,GB,13,4500,3000,0,0
WR,Tom Kennedy,2,DET,GB,13,4500,3000,0,0
WR,Marquez Valdes-Scantling,2,GB,DET,26,5200,4100,0,0
WR,Allen Lazard,2,GB,DET,26,5300,3900,0,0
WR,Malik Taylor,2,GB,DET,26,4500,3000,0,0
WR,Amari Rodgers,2,GB,DET,26,4600,3000,0,0
WR,Donovan Peoples-Jones,2,CLE,HOU,26,5000,3000,-0.1,1.4
WR,Jakeem Grant Sr.,2,MIA,BUF,10,4500,3100,-1.5,0
WR,Mike Williams,3,LAC,KC,18,6000,6400,29.7,36.2
WR,Cooper Kupp,3,LAR,TB,28,7900,6800,26.1,30.6
WR,Davante Adams,3,GB,SF,5,8200,8300,25.2,34.2
WR,Emmanuel Sanders,3,BUF,WAS,23,5200,4200,23.9,26.4
WR,Justin Jefferson,3,MIN,SEA,13,7400,7200,22.3,29.8
WR,Ja'Marr Chase,3,CIN,PIT,22,5900,5400,20.5,22.5
WR,DK Metcalf,3,SEA,MIN,31,7200,7300,19.7,25.7
WR,DeSean Jackson,3,LAR,TB,28,5000,3000,19.5,24
WR,Kendrick Bourne,3,NE,NO,14,4700,3400,18.6,21.6
WR,Chris Godwin,3,TB,LAR,6,7300,6100,16.6,19.6
WR,DJ Moore,3,CAR,HOU,9,7200,5900,16.5,23.5
WR,Hunter Renfrow,3,LV,MIA,10,5100,4000,16.2,18.7
WR,Brandin Cooks,3,HOU,CAR,8,7300,6200,16.2,23.7
WR,Cole Beasley,3,BUF,WAS,23,5400,4800,15.3,20.8
WR,Keenan Allen,3,LAC,KC,18,6900,6600,15,19
WR,Mike Evans,3,TB,LAR,6,7100,6300,14.6,21.6
WR,Chase Claypool,3,PIT,CIN,20,5800,5800,14.1,18.6
WR,Adam Thielen,3,MIN,SEA,13,7600,6700,14,17
WR,Christian Kirk,3,ARI,JAX,21,5700,5400,13.9,20.4
WR,Jakobi Meyers,3,NE,NO,14,5300,5000,13.9,18.4
WR,A.J. Green,3,ARI,JAX,21,5500,4500,13.7,19.2
WR,Marquez Valdes-Scantling,3,GB,SF,5,5400,4000,13.4,14.9
WR,Brandon Aiyuk,3,SF,GB,11,5500,4900,12.5,14.5
WR,DJ Chark Jr.,3,JAX,ARI,24,5800,5300,12.4,13.9
WR,Tim Patrick,3,DEN,NYJ,4,5900,4900,12.3,14.8
WR,Marquez Callaway,3,NO,NE,7,5400,4100,12.1,14.1
WR,Jaylen Waddle,3,MIA,LV,19,5500,4600,11.8,17.8
WR,Tyler Boyd,3,CIN,PIT,22,5600,4700,11.6,13.6
WR,Nick Westbrook-Ikhine,3,TEN,IND,30,4500,3000,11.3,14.3
WR,Odell Beckham Jr.,3,CLE,CHI,29,6500,5300,11.2,13.7
WR,Mecole Hardman,3,KC,LAC,1,5400,3900,11,12.5
WR,Olamide Zaccheaus,3,ATL,NYG,16,4600,3500,10.7,12.2
WR,Henry Ruggs III,3,LV,MIA,10,5600,5200,10.5,12.5
WR,Bryan Edwards,3,LV,MIA,10,5100,3800,10.4,11.9
WR,Michael Pittman Jr.,3,IND,TEN,32,5600,5500,10.3,13.3
WR,Calvin Ridley,3,ATL,NYG,16,8100,7000,10.1,14.1
WR,Anthony Miller,3,HOU,CAR,8,4500,3200,10,12
WR,Kalif Raymond,3,DET,BAL,26,5100,4000,9.8,12.8
WR,Devin Duvernay,3,BAL,DET,15,4900,3900,9.2,10.2
WR,Stefon Diggs,3,BUF,WAS,23,7700,7600,9.2,12.2
WR,Marvin Jones Jr.,3,JAX,ARI,24,6300,4900,9.2,12.2
WR,Sammy Watkins,3,BAL,DET,15,5700,5500,8.8,10.8
WR,Cedrick Wilson,3,DAL,PHI,1,5100,3800,8.7,9.7
WR,Kenny Golladay,3,NYG,ATL,25,5600,5600,8.4,10.4
WR,Terry McLaurin,3,WAS,BUF,3,7200,6900,8.2,10.2
WR,Greg Ward,3,PHI,DAL,29,4500,3000,8,8.5
WR,CeeDee Lamb,3,DAL,PHI,1,7000,6500,8,9.5
WR,Tyler Johnson,3,TB,LAR,6,4500,3000,7.8,9.3
WR,Jalen Reagor,3,PHI,DAL,29,5400,4600,7.8,10.3
WR,Jody Fortson,3,KC,LAC,1,4000,2500,7.7,8.7
WR,Deebo Samuel,3,SF,GB,11,6600,6700,7.7,10.2
WR,Collin Johnson,3,NYG,ATL,25,4500,3000,7.6,10.1
WR,Tyreek Hill,3,KC,LAC,1,8700,8400,7.2,10.7
WR,Chester Rogers,3,TEN,IND,30,4600,3000,7.1,7.6
WR,Marquise Brown,3,BAL,DET,15,6600,5600,6.8,8.3
WR,Terrace Marshall Jr.,3,CAR,HOU,9,5000,3500,6.8,8.8
WR,Laviska Shenault Jr.,3,JAX,ARI,24,5400,4400,6.8,8.8
WR,Corey Davis,3,NYJ,DEN,12,5900,5000,6.6,9.1
WR,Julio Jones,3,TEN,IND,30,6700,6500,6.2,7.7
WR,DeVante Parker,3,MIA,LV,19,5700,5400,6.2,8.2
WR,Van Jefferson,3,LAR,TB,28,4900,3400,6.2,8.2
WR,Courtland Sutton,3,DEN,NYJ,4,6900,6000,6.2,8.7
WR,Quez Watkins,3,PHI,DAL,29,5000,3800,5.6,6.6
WR,William Fuller V,3,MIA,LV,19,5500,4700,5.5,7
WR,Robert Woods,3,LAR,TB,28,6100,5700,5.3,6.8
WR,Mohamed Sanu Sr.,3,SF,GB,11,4900,3200,5.1,6.6
WR,Tyler Lockett,3,SEA,MIN,31,8000,7400,5.1,7.1
WR,Donovan Peoples-Jones,3,CLE,CHI,29,5500,3000,4.9,5.9
WR,Ray-Ray McCloud,3,PIT,CIN,20,4500,3000,4.8,6.3
WR,Allen Lazard,3,GB,SF,5,5600,3500,4.7,5.2
WR,Deonte Harris,3,NO,NE,7,5200,3300,4.6,6.1
WR,C.J. Board,3,NYG,ATL,25,4600,3000,4.3,4.8
WR,DeVonta Smith,3,PHI,DAL,29,5700,5300,4.3,5.8
WR,Zach Pascal,3,IND,TEN,32,5300,4800,4.1,5.1
WR,Amari Cooper,3,DAL,PHI,1,7300,6300,4.1,5.6
WR,Keelan Cole,3,NYJ,DEN,12,4500,3000,4,5
WR,JuJu Smith-Schuster,3,PIT,CIN,20,6100,6000,4,5.5
WR,Allen Robinson II,3,CHI,CLE,17,7000,6200,3.7,4.7
WR,Elijah Moore,3,NYJ,DEN,12,5100,3800,3.7,5.2
WR,Braxton Berrios,3,NYJ,DEN,12,4900,3900,3.6,4.6
WR,K.J. Osborn,3,MIN,SEA,13,5100,3500,3.6,4.6
WR,DeAndre Hopkins,3,ARI,JAX,21,8500,8200,3.6,5.1
WR,James Washington,3,PIT,CIN,20,4900,4000,3.5,5
WR,James Proche II,3,BAL,DET,15,4600,3000,3.4,3.9
WR,Rashard Higgins,3,CLE,CHI,29,5300,4200,3.4,4.4
WR,KJ Hamler,3,DEN,NYJ,4,5200,3600,3.3,3.8
WR,Alex Erickson,3,CAR,HOU,9,4500,3000,3,3.5
WR,Gabriel Davis,3,BUF,WAS,23,4900,3700,2.8,3.3
WR,Cam Sims,3,WAS,BUF,3,4600,3000,2.7,3.2
WR,Demarcus Robinson,3,KC,LAC,1,4700,4100,2.7,3.7
WR,Nelson Agholor,3,NE,NO,14,5600,4600,2.7,3.7
WR,Cody White,3,PIT,CIN,20,4500,3000,2.7,3.7
WR,Freddie Swain,3,SEA,MIN,31,5000,4000,2.6,3.1
WR,Sterling Shepard,3,NYG,ATL,25,6400,5900,2.6,3.6
WR,Kadarius Toney,3,NYG,ATL,25,4600,3000,2.6,3.6
WR,Mike Thomas,3,CIN,PIT,22,4500,3000,2.4,2.9
WR,Kenny Stills,3,NO,NE,7,1,3000,2.2,2.7
WR,Byron Pringle,3,KC,LAC,1,4900,3000,2.2,3.2
WR,Scotty Miller,3,TB,LAR,6,4800,3100,2.1,3.1
WR,Zay Jones,3,LV,MIA,10,4900,3000,2,2.5
WR,Auden Tate,3,CIN,PIT,22,4500,3000,1.9,2.4
WR,Parris Campbell,3,IND,TEN,32,4800,3300,1.9,2.9
WR,Cameron Batson,3,TEN,IND,30,4500,3000,1.8,2.3
WR,Jeff Smith,3,NYJ,DEN,12,4500,3000,1.8,2.3
WR,Darnell Mooney,3,CHI,CLE,17,5600,4300,1.4,1.9
WR,KhaDarel Hodge,3,DET,BAL,26,4500,3000,1.4,1.9
WR,Noah Brown,3,DAL,PHI,1,4500,3000,1.4,1.9
WR,Rondale Moore,3,ARI,JAX,21,5600,5000,1.4,2.4
WR,Robby Anderson,3,CAR,HOU,9,6100,5700,1.3,1.8
WR,Quintez Cephus,3,DET,BAL,26,5300,3900,1.3,1.8
WR,Darius Slayton,3,NYG,ATL,25,5400,4600,1.3,1.8
WR,Adam Humphries,3,WAS,BUF,3,4900,3700,1.2,1.7
WR,Penny Hart,3,SEA,MIN,31,4500,3000,1.2,1.7
WR,Tajaé Sharpe,3,ATL,NYG,16,4500,3000,1.1,1.6
WR,Isaiah McKenzie,3,BUF,WAS,23,4600,3100,0.8,0.8
WR,Amon-Ra St. Brown,3,DET,BAL,26,5000,3300,0.7,1.2
WR,Jaelon Darden,3,TB,LAR,6,4500,3000,0.5,1
WR,Jalen Guyton,3,LAC,KC,18,4700,3200,0.3,0.3
WR,A.J. Brown,3,TEN,IND,30,6800,6500,0.3,0.3
WR,Diontae Spencer,3,DEN,NYJ,4,4500,3000,0.2,0.7
WR,Brandon Zylstra,3,CAR,HOU,9,5200,3300,0,0
WR,Shi Smith,3,CAR,HOU,9,4500,3000,0,0
WR,Danny Amendola,3,HOU,CAR,8,4800,3300,0,0
WR,Andre Roberts,3,HOU,CAR,8,4500,3000,0,0
WR,Chris Conley,3,HOU,CAR,8,5000,3000,0,0
WR,Chris Moore,3,HOU,CAR,8,4500,3000,0,0
WR,Andy Isabella,3,ARI,JAX,21,4500,3000,0,0
WR,Antoine Wesley,3,ARI,JAX,21,4500,3000,0,0
WR,Russell Gage,3,ATL,NYG,16,5200,4300,0,0
WR,Christian Blake,3,ATL,NYG,16,4700,3000,0,0
WR,Juwan Green,3,ATL,NYG,16,4500,3000,0,0
WR,Frank Darby,3,ATL,NYG,16,4500,3000,0,0
WR,Tylan Wallace,3,BAL,DET,15,4500,3000,0,0
WR,Jake Kumerow,3,BUF,WAS,23,4500,3000,0,0
WR,Marquise Goodwin,3,CHI,CLE,17,4700,3200,0,0
WR,Breshad Perriman,3,CHI,CLE,17,4800,3100,0,0
WR,Damiere Byrd,3,CHI,CLE,17,4800,3000,0,0
WR,Nsimba Webster,3,CHI,CLE,17,4500,3000,0,0
WR,Stanley Morgan,3,CIN,PIT,22,4500,3000,0,0
WR,Trenton Irwin,3,CIN,PIT,22,4500,3000,0,0
WR,Tee Higgins,3,CIN,PIT,22,6200,5100,0,0
WR,Anthony Schwartz,3,CLE,CHI,29,4800,3200,0,0
WR,Trinity Benson,3,DET,BAL,26,4600,3000,0,0
WR,Tom Kennedy,3,DET,BAL,26,4500,3000,0,0
WR,DeMichael Harris,3,IND,TEN,32,4500,3000,0,0
WR,Mike Strachan,3,IND,TEN,32,4600,3000,0,0
WR,Phillip Dorsett II,3,JAX,ARI,24,4500,3000,0,0
WR,Jamal Agnew,3,JAX,ARI,24,4500,3000,0,0
WR,Tyron Johnson,3,JAX,ARI,24,4600,3200,0,0
WR,Marcus Kemp,3,KC,LAC,1,4500,3000,0,0
WR,Daurice Fountain,3,KC,LAC,1,4500,3000,0,0
WR,KJ Hill Jr.,3,LAC,KC,18,4600,3000,0,0
WR,Joshua Palmer,3,LAC,KC,18,4900,3000,0,0
WR,Matthew Slater,3,NE,NO,14,4500,3000,0,0
WR,Gunner Olszewski,3,NE,NO,14,4500,3000,0,0
WR,Chris Hogan,3,NO,NE,7,4700,3100,0,0
WR,Ty Montgomery,3,NO,NE,7,4700,3100,0,0
WR,Lil'Jordan Humphrey,3,NO,NE,7,4700,3200,0,0
WR,Diontae Johnson,3,PIT,CIN,20,7000,6400,0,0
WR,Josh Reynolds,3,TEN,IND,30,4500,3000,0,0
WR,Racey McMath,3,TEN,IND,30,4500,3000,0,0
WR,DeAndre Carter,3,WAS,BUF,3,4500,3000,0,0
WR,Dax Milne,3,WAS,BUF,3,4500,3000,0,0
WR,Kendall Hinton,3,DEN,NYJ,4,6000,3000,0,0
WR,Willie Snead IV,3,LV,MIA,10,4800,3300,0,0
WR,Albert Wilson,3,MIA,LV,19,4600,3100,0,0
WR,Jakeem Grant Sr.,3,MIA,LV,19,4500,3200,0,0
WR,Mack Hollins,3,MIA,LV,19,4500,3000,0,0
WR,Preston Williams,3,MIA,LV,19,4800,3000,0,0
WR,Jamison Crowder,3,NYJ,DEN,12,5500,4500,0,0
WR,Denzel Mims,3,NYJ,DEN,12,4800,3000,0,0
WR,Ben Skowronek,3,LAR,TB,28,4500,3000,0,0
WR,Tutu Atwell,3,LAR,TB,28,4600,3000,0,0
WR,Dede Westbrook,3,MIN,SEA,13,4500,3000,0,0
WR,Ihmir Smith-Marsette,3,MIN,SEA,13,4500,3000,0,0
WR,Cody Thompson,3,SEA,MIN,31,4500,3000,0,0
WR,Dee Eskridge,3,SEA,MIN,31,4800,3000,0,0
WR,Antonio Brown,3,TB,LAR,6,6000,5200,0,0
WR,Jaydon Mickens,3,TB,LAR,6,4500,3000,0,0
WR,Travis Jonsen,3,TB,LAR,6,6000,3000,0,0
WR,Randall Cobb,3,GB,SF,5,5100,3400,0,0
WR,Malik Taylor,3,GB,SF,5,4500,3000,0,0
WR,Amari Rodgers,3,GB,SF,5,4600,3000,0,0
WR,Trent Sherfield,3,SF,GB,11,4800,3300,0,0
WR,Jauan Jennings,3,SF,GB,11,4700,3100,0,0
WR,Simi Fehoko,3,DAL,PHI,1,4500,3000,0,0
WR,J.J. Arcega-Whiteside,3,PHI,DAL,29,4500,3000,0,0
WR,Dyami Brown,3,WAS,BUF,3,4800,3600,-0.4,-0.4
WR,Ashton Dulin,3,IND,TEN,32,4500,3000,-0.7,-0.7
WR,Tyreek Hill,4,KC,PHI,2,8200,8000,42.1,50.6
WR,Deebo Samuel,4,SF,SEA,20,6900,6500,31.7,38.7
WR,DJ Moore,4,CAR,DAL,24,7300,6600,27.9,34.9
WR,Terry McLaurin,4,WAS,ATL,22,7100,6900,27.3,33.3
WR,Randall Cobb,4,GB,PIT,26,4900,3300,21.4,23.9
WR,Diontae Johnson,4,PIT,GB,10,7000,6200,19.7,24.2
WR,Corey Davis,4,NYJ,TEN,31,5700,5000,19.1,24.1
WR,Kalif Raymond,4,DET,CHI,24,5300,4400,18.1,19.6
WR,Van Jefferson,4,LAR,ARI,23,5000,3900,18,21
WR,Justin Jefferson,4,MIN,CLE,6,7800,7300,17.4,20.4
WR,Marquise Brown,4,BAL,DEN,8,6400,5400,17.1,19.1
WR,Tyler Boyd,4,CIN,JAX,21,6100,5200,16.3,23.8
WR,Darnell Mooney,4,CHI,DET,15,5200,3900,16,21.5
